contact_id,email,lifecyclestage,hs_latest_source,hs_latest_source_data_1,hs_analytics_source,createdate,hs_lifecyclestage_lead_date,hs_lifecyclestage_marketingqualifiedlead_date,hs_lifecyclestage_salesqualifiedlead_date,hs_lifecyclestage_customer_date,hs_email_optout,hs_is_unworked,_fivetran_synced,_fivetran_deleted
1034,sam.moore34@company.io,salesqualifiedlead,organic_search,(not set),organic_search,1705881600000,1705881600000,1706400000000,1707264000000,,false,false,2024-04-01T09:00:00Z,false
1035,sam.miller35@gmail.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1710374400000,1710374400000,1710892800000,,,false,false,2024-04-01T09:00:00Z,false
1036,tara.smith36@outlook.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1709596800000,1709596800000,1710201600000,,,false,false,2024-04-01T09:00:00Z,false
1037,isabel.jones37@corp.com,salesqualifiedlead,organic_search,(not set),organic_search,1704153600000,1704153600000,1704585600000,1704844800000,,false,false,2024-04-01T09:00:00Z,false
1038,olivia.taylor38@yahoo.com,marketingqualifiedlead,organic_search,(not set),organic_search,1709424000000,1709510400000,1710115200000,,,true,false,2024-04-01T09:00:00Z,false
1039,kate.williams39@yahoo.com,opportunity,email,Newsletter March,email,1708560000000,1708819200000,1708992000000,1709942400000,,false,false,2024-04-01T09:00:00Z,false
1040,frank.martinez40@corp.com,salesqualifiedlead,organic_search,(not set),organic_search,1705276800000,1705276800000,1705449600000,1706140800000,,false,false,2024-04-01T09:00:00Z,false
1041,pedro.wilson41@company.io,opportunity,email,Newsletter March,email,1708300800000,1708560000000,1708819200000,1709078400000,,false,false,2024-04-01T09:00:00Z,false
1042,alice.wilson42@company.io,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1709856000000,1709856000000,1709942400000,1710720000000,,false,false,2024-04-01T09:00:00Z,false
1043,noah.miller43@outlook.com,lead,organic_search,(not set),organic_search,1706832000000,1707091200000,,,,false,true,2024-04-01T09:00:00Z,false
1044,henry.martinez44@corp.com,marketingqualifiedlead,organic_search,(not set),organic_search,1707523200000,1707523200000,1708041600000,,,true,false,2024-04-01T09:00:00Z,false
1045,carlos.smith45@company.io,lead,paid_search,Product - Search,paid_search,1708992000000,1709164800000,,,,false,true,2024-04-01T09:00:00Z,false
1046,james.miller46@yahoo.com,customer,paid_search,Brand - Search,paid_search,1705017600000,1705017600000,1705449600000,1706400000000,1708905600000,false,false,2024-04-01T09:00:00Z,false
1047,tara.brown47@tech.co,customer,paid_search,Brand - Search,paid_search,1705449600000,1705708800000,1706227200000,1707350400000,1709856000000,false,false,2024-04-01T09:00:00Z,false
1048,diana.garcia48@outlook.com,lead,organic_search,(not set),organic_search,1709078400000,1709251200000,,,,false,true,2024-04-01T09:00:00Z,false
1049,kate.miller49@yahoo.com,lead,paid_search,Competitor - Search,paid_search,1708214400000,1708473600000,,,,false,true,2024-04-01T09:00:00Z,false
1050,bob.miller50@outlook.com,lead,paid_social,MOF - Traffic,paid_social,1709424000000,1709510400000,,,,false,true,2024-04-01T09:00:00Z,false
1051,frank.white51@gmail.com,opportunity,paid_social,BOF - Conversions,paid_social,1706400000000,1706400000000,1706745600000,1707782400000,,false,false,2024-04-01T09:00:00Z,false
1052,diana.johnson52@gmail.com,salesqualifiedlead,paid_search,Product - Search,paid_search,1708992000000,1708992000000,1709337600000,1709596800000,,true,false,2024-04-01T09:00:00Z,false
1053,bob.anderson53@outlook.com,salesqualifiedlead,paid_social,BOF - Conversions,paid_social,1708387200000,1708387200000,1708819200000,1709856000000,,false,false,2024-04-01T09:00:00Z,false
1054,pedro.thomas54@company.io,marketingqualifiedlead,paid_search,Product - Search,paid_search,1704067200000,1704326400000,1704844800000,,,false,false,2024-04-01T09:00:00Z,false
1055,diana.taylor55@outlook.com,lead,organic_search,(not set),organic_search,1710979200000,1710979200000,,,,false,true,2024-04-01T09:00:00Z,false
1056,rachel.moore56@gmail.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1705968000000,1705968000000,1706313600000,,,false,false,2024-04-01T09:00:00Z,false
1057,james.anderson57@gmail.com,lead,organic_search,(not set),organic_search,1710979200000,1711238400000,,,,false,true,2024-04-01T09:00:00Z,false
1058,eve.johnson58@yahoo.com,customer,paid_search,Product - Search,paid_search,1706659200000,1706918400000,1707264000000,1707436800000,1709683200000,false,false,2024-04-01T09:00:00Z,false
1059,pedro.jackson59@gmail.com,lead,paid_search,Competitor - Search,paid_search,1707782400000,1707782400000,,,,false,true,2024-04-01T09:00:00Z,false
1060,diana.martinez60@tech.co,customer,email,Promo April,email,1705708800000,1705795200000,1705881600000,1705968000000,1708041600000,false,false,2024-04-01T09:00:00Z,false
1061,pedro.smith61@company.io,marketingqualifiedlead,email,Newsletter March,email,1705449600000,1705449600000,1705622400000,,,true,false,2024-04-01T09:00:00Z,false
1062,james.brown62@company.io,customer,email,Newsletter March,email,1704758400000,1704758400000,1704844800000,1705536000000,1707264000000,false,false,2024-04-01T09:00:00Z,false
1063,carlos.martinez63@company.io,opportunity,organic_search,(not set),organic_search,1707609600000,1707609600000,1708128000000,1708992000000,,false,false,2024-04-01T09:00:00Z,false
1064,kate.martinez64@gmail.com,salesqualifiedlead,email,Newsletter March,email,1704758400000,1704758400000,1705017600000,1705276800000,,false,false,2024-04-01T09:00:00Z,false
1065,frank.taylor65@corp.com,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1710460800000,1710460800000,1710633600000,,,true,false,2024-04-01T09:00:00Z,false
1066,tara.anderson66@yahoo.com,lead,paid_search,Competitor - Search,paid_search,1704067200000,1704067200000,,,,false,true,2024-04-01T09:00:00Z,false
1067,carlos.wilson67@company.io,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1706313600000,1706400000000,1706918400000,,,false,false,2024-04-01T09:00:00Z,false
1068,quinn.jackson68@company.io,customer,paid_social,TOF - Awareness,paid_social,1704412800000,1704499200000,1705017600000,1705708800000,1707436800000,true,false,2024-04-01T09:00:00Z,false
1069,james.taylor69@company.io,marketingqualifiedlead,paid_search,Product - Search,paid_search,1706140800000,1706140800000,1706572800000,,,true,false,2024-04-01T09:00:00Z,false
1070,tara.taylor70@corp.com,opportunity,email,Newsletter March,email,1710979200000,1711065600000,1711324800000,1711411200000,,false,false,2024-04-01T09:00:00Z,false
1071,diana.jones71@tech.co,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1705795200000,1705795200000,1705881600000,,,false,false,2024-04-01T09:00:00Z,false
1072,james.martinez72@company.io,customer,organic_search,(not set),organic_search,1709078400000,1709078400000,1709164800000,1710201600000,1710374400000,false,false,2024-04-01T09:00:00Z,false
1073,frank.smith73@company.io,lead,email,Newsletter March,email,1706659200000,1706918400000,,,,false,true,2024-04-01T09:00:00Z,false
1074,noah.martinez74@tech.co,lead,organic_search,(not set),organic_search,1707609600000,1707696000000,,,,true,true,2024-04-01T09:00:00Z,false
1075,henry.thomas75@yahoo.com,lead,direct_traffic,(not set),direct_traffic,1709251200000,1709510400000,,,,true,true,2024-04-01T09:00:00Z,false
1076,noah.jones76@yahoo.com,marketingqualifiedlead,email,Promo April,email,1708300800000,1708473600000,1708646400000,,,false,false,2024-04-01T09:00:00Z,false
1077,grace.taylor77@outlook.com,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1704412800000,1704412800000,1704672000000,,,false,false,2024-04-01T09:00:00Z,false
1078,diana.jackson78@company.io,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1706486400000,1706659200000,1707091200000,1707350400000,,false,false,2024-04-01T09:00:00Z,false
1079,sam.davis79@gmail.com,opportunity,direct_traffic,(not set),direct_traffic,1706400000000,1706659200000,1707264000000,1707955200000,,false,false,2024-04-01T09:00:00Z,false
1080,alice.thomas80@tech.co,salesqualifiedlead,paid_social,TOF - Awareness,paid_social,1708819200000,1708905600000,1709337600000,1709596800000,,true,false,2024-04-01T09:00:00Z,false
1081,noah.johnson81@gmail.com,customer,direct_traffic,(not set),direct_traffic,1704412800000,1704672000000,1705104000000,1705708800000,1707091200000,true,false,2024-04-01T09:00:00Z,false
1082,olivia.white82@yahoo.com,lead,paid_search,Product - Search,paid_search,1708560000000,1708646400000,,,,false,true,2024-04-01T09:00:00Z,false
1083,liam.wilson83@yahoo.com,opportunity,paid_search,Brand - Search,paid_search,1707436800000,1707523200000,1708041600000,1708732800000,,true,false,2024-04-01T09:00:00Z,false
1084,olivia.jackson84@yahoo.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1710979200000,1711238400000,1711756800000,1712707200000,,true,false,2024-04-01T09:00:00Z,false
1085,carlos.anderson85@tech.co,lead,organic_search,(not set),organic_search,1707264000000,1707523200000,,,,false,true,2024-04-01T09:00:00Z,false
1086,tara.martinez86@tech.co,salesqualifiedlead,paid_search,Product - Search,paid_search,1704672000000,1704844800000,1704931200000,1705104000000,,false,false,2024-04-01T09:00:00Z,false
1087,liam.jackson87@corp.com,salesqualifiedlead,paid_search,Competitor - Search,paid_search,1705968000000,1705968000000,1706400000000,1707436800000,,false,false,2024-04-01T09:00:00Z,false
1088,eve.moore88@yahoo.com,opportunity,email,Newsletter March,email,1710460800000,1710547200000,1711152000000,1712188800000,,false,false,2024-04-01T09:00:00Z,false
1089,kate.taylor89@outlook.com,opportunity,email,Nurture Sequence 1,email,1707091200000,1707091200000,1707177600000,1707696000000,,false,false,2024-04-01T09:00:00Z,false
1090,olivia.white90@corp.com,opportunity,email,Newsletter March,email,1709942400000,1710115200000,1710460800000,1711324800000,,false,false,2024-04-01T09:00:00Z,false
1091,carlos.martinez91@company.io,opportunity,paid_search,Brand - Search,paid_search,1705968000000,1706140800000,1706227200000,1706400000000,,false,false,2024-04-01T09:00:00Z,false
1092,isabel.brown92@tech.co,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1706313600000,1706313600000,1706572800000,,,false,false,2024-04-01T09:00:00Z,false
1093,rachel.jones93@company.io,opportunity,organic_search,(not set),organic_search,1704240000000,1704412800000,1704585600000,1704758400000,,true,false,2024-04-01T09:00:00Z,false
1094,henry.moore94@company.io,salesqualifiedlead,email,Promo April,email,1709424000000,1709683200000,1710028800000,1710460800000,,false,false,2024-04-01T09:00:00Z,false
1095,james.garcia95@outlook.com,salesqualifiedlead,paid_social,MOF - Traffic,paid_social,1707177600000,1707177600000,1707350400000,1707868800000,,false,false,2024-04-01T09:00:00Z,false
1096,olivia.garcia96@corp.com,customer,paid_social,BOF - Conversions,paid_social,1707177600000,1707264000000,1707436800000,1708646400000,1710633600000,false,false,2024-04-01T09:00:00Z,false
1097,frank.davis97@gmail.com,customer,paid_search,Competitor - Search,paid_search,1705449600000,1705708800000,1705968000000,1706486400000,1707004800000,false,false,2024-04-01T09:00:00Z,false
1098,rachel.johnson98@tech.co,marketingqualifiedlead,organic_search,(not set),organic_search,1708128000000,1708387200000,1708819200000,,,false,false,2024-04-01T09:00:00Z,false
1099,rachel.wilson99@gmail.com,opportunity,paid_search,Competitor - Search,paid_search,1705622400000,1705881600000,1706140800000,1706400000000,,true,false,2024-04-01T09:00:00Z,false
1100,rachel.moore100@tech.co,salesqualifiedlead,organic_search,(not set),organic_search,1710374400000,1710460800000,1711065600000,1711929600000,,false,false,2024-04-01T09:00:00Z,false
1101,kate.brown101@tech.co,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1710115200000,1710115200000,1710374400000,,,true,false,2024-04-01T09:00:00Z,false
1102,maria.davis102@company.io,salesqualifiedlead,organic_search,(not set),organic_search,1704672000000,1704758400000,1705190400000,1705968000000,,false,false,2024-04-01T09:00:00Z,false
1103,isabel.martinez103@gmail.com,opportunity,paid_search,Product - Search,paid_search,1705017600000,1705276800000,1705449600000,1706140800000,,false,false,2024-04-01T09:00:00Z,false
1104,tara.johnson104@tech.co,marketingqualifiedlead,organic_search,(not set),organic_search,1708732800000,1708905600000,1709251200000,,,false,false,2024-04-01T09:00:00Z,false
1105,alice.wilson105@outlook.com,opportunity,organic_search,(not set),organic_search,1710201600000,1710201600000,1710374400000,1711411200000,,false,false,2024-04-01T09:00:00Z,false
1106,noah.jackson106@outlook.com,opportunity,paid_social,BOF - Conversions,paid_social,1708646400000,1708732800000,1709337600000,1710201600000,,true,false,2024-04-01T09:00:00Z,false
1107,eve.martinez107@outlook.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1704758400000,1705017600000,1705104000000,1705190400000,,false,false,2024-04-01T09:00:00Z,false
1108,isabel.thomas108@yahoo.com,customer,email,Promo April,email,1705536000000,1705622400000,1705795200000,1707004800000,1708128000000,false,false,2024-04-01T09:00:00Z,false
1109,rachel.white109@gmail.com,salesqualifiedlead,organic_search,(not set),organic_search,1709510400000,1709769600000,1709942400000,1710028800000,,true,false,2024-04-01T09:00:00Z,false
1110,eve.miller110@outlook.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1708646400000,1708732800000,1709078400000,1710115200000,,false,false,2024-04-01T09:00:00Z,false
1111,alice.brown111@outlook.com,customer,direct_traffic,(not set),direct_traffic,1708041600000,1708300800000,1708732800000,1709337600000,1711756800000,false,false,2024-04-01T09:00:00Z,false
1112,pedro.brown112@outlook.com,customer,email,Nurture Sequence 1,email,1704240000000,1704412800000,1704585600000,1705449600000,1705622400000,false,false,2024-04-01T09:00:00Z,false
1113,kate.jackson113@tech.co,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1704585600000,1704758400000,1705017600000,,,false,false,2024-04-01T09:00:00Z,false
1114,liam.johnson114@outlook.com,lead,organic_search,(not set),organic_search,1709683200000,1709769600000,,,,false,true,2024-04-01T09:00:00Z,false
1115,diana.garcia115@corp.com,salesqualifiedlead,organic_search,(not set),organic_search,1707004800000,1707177600000,1707264000000,1708041600000,,false,false,2024-04-01T09:00:00Z,false
1116,eve.smith116@yahoo.com,salesqualifiedlead,email,Promo April,email,1709424000000,1709683200000,1709942400000,1710201600000,,true,false,2024-04-01T09:00:00Z,false
1117,grace.jones117@corp.com,customer,paid_social,TOF - Awareness,paid_social,1710806400000,1710806400000,1711152000000,1711843200000,1714435200000,true,false,2024-04-01T09:00:00Z,false
1118,diana.jones118@gmail.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1708041600000,1708128000000,1708732800000,1709424000000,,false,false,2024-04-01T09:00:00Z,false
1119,frank.wilson119@gmail.com,marketingqualifiedlead,paid_search,Brand - Search,paid_search,1705622400000,1705708800000,1705968000000,,,false,false,2024-04-01T09:00:00Z,false
1120,grace.jones120@gmail.com,lead,direct_traffic,(not set),direct_traffic,1704844800000,1704844800000,,,,false,true,2024-04-01T09:00:00Z,false
1121,noah.johnson121@yahoo.com,customer,paid_search,Brand - Search,paid_search,1710547200000,1710547200000,1710892800000,1711065600000,1713657600000,false,false,2024-04-01T09:00:00Z,false
1122,bob.williams122@outlook.com,lead,paid_search,Brand - Search,paid_search,1710720000000,1710806400000,,,,false,true,2024-04-01T09:00:00Z,false
1123,frank.taylor123@gmail.com,salesqualifiedlead,paid_search,Brand - Search,paid_search,1710460800000,1710633600000,1710892800000,1711152000000,,false,false,2024-04-01T09:00:00Z,false
1124,quinn.williams124@gmail.com,customer,email,Newsletter March,email,1706400000000,1706486400000,1706745600000,1707004800000,1709510400000,true,false,2024-04-01T09:00:00Z,false
1125,diana.martinez125@corp.com,customer,direct_traffic,(not set),direct_traffic,1706054400000,1706313600000,1706832000000,1707004800000,1707523200000,false,false,2024-04-01T09:00:00Z,false
1126,maria.thomas126@yahoo.com,opportunity,email,Newsletter March,email,1705276800000,1705449600000,1705536000000,1706227200000,,true,false,2024-04-01T09:00:00Z,false
1127,quinn.jones127@company.io,salesqualifiedlead,organic_search,(not set),organic_search,1710201600000,1710201600000,1710288000000,1710806400000,,false,false,2024-04-01T09:00:00Z,false
1128,diana.anderson128@outlook.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1708905600000,1708992000000,1709424000000,1710028800000,,false,false,2024-04-01T09:00:00Z,false
1129,noah.martinez129@gmail.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1705968000000,1705968000000,1706486400000,1707177600000,,true,false,2024-04-01T09:00:00Z,false
1130,maria.jackson130@corp.com,marketingqualifiedlead,paid_search,Brand - Search,paid_search,1708387200000,1708646400000,1709164800000,,,true,false,2024-04-01T09:00:00Z,false
1131,frank.williams131@outlook.com,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1710633600000,1710892800000,1710979200000,,,false,false,2024-04-01T09:00:00Z,false
1132,noah.white132@outlook.com,salesqualifiedlead,email,Nurture Sequence 1,email,1708473600000,1708646400000,1708992000000,1709942400000,,false,false,2024-04-01T09:00:00Z,false
1133,pedro.miller133@yahoo.com,lead,direct_traffic,(not set),direct_traffic,1706832000000,1707091200000,,,,false,true,2024-04-01T09:00:00Z,false
1134,henry.jones134@gmail.com,lead,paid_search,Product - Search,paid_search,1704758400000,1705017600000,,,,true,true,2024-04-01T09:00:00Z,false
1135,frank.anderson135@corp.com,salesqualifiedlead,organic_search,(not set),organic_search,1710892800000,1710892800000,1711497600000,1711670400000,,false,false,2024-04-01T09:00:00Z,false
1136,olivia.martinez136@outlook.com,customer,direct_traffic,(not set),direct_traffic,1706918400000,1707091200000,1707696000000,1708905600000,1710460800000,true,false,2024-04-01T09:00:00Z,false
1137,bob.thomas137@gmail.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1708214400000,1708473600000,1708819200000,1708905600000,,true,false,2024-04-01T09:00:00Z,false
1138,frank.wilson138@tech.co,opportunity,paid_social,MOF - Traffic,paid_social,1705536000000,1705708800000,1706227200000,1706832000000,,false,false,2024-04-01T09:00:00Z,false
1139,diana.white139@tech.co,customer,email,Nurture Sequence 1,email,1710374400000,1710633600000,1710979200000,1711756800000,1714176000000,false,false,2024-04-01T09:00:00Z,false
1140,quinn.johnson140@company.io,customer,organic_search,(not set),organic_search,1708214400000,1708387200000,1708992000000,1709424000000,1710374400000,true,false,2024-04-01T09:00:00Z,false
1141,alice.johnson141@yahoo.com,customer,organic_search,(not set),organic_search,1704326400000,1704499200000,1704844800000,1705017600000,1706227200000,false,false,2024-04-01T09:00:00Z,false
1142,liam.thomas142@outlook.com,marketingqualifiedlead,paid_search,Product - Search,paid_search,1706745600000,1706832000000,1707350400000,,,false,false,2024-04-01T09:00:00Z,false
1143,sam.williams143@tech.co,lead,paid_search,Competitor - Search,paid_search,1707782400000,1707868800000,,,,true,true,2024-04-01T09:00:00Z,false
1144,rachel.moore144@gmail.com,opportunity,direct_traffic,(not set),direct_traffic,1710288000000,1710547200000,1710806400000,1710892800000,,false,false,2024-04-01T09:00:00Z,false
1145,sam.smith145@outlook.com,opportunity,direct_traffic,(not set),direct_traffic,1707609600000,1707609600000,1708214400000,1708905600000,,true,false,2024-04-01T09:00:00Z,false
1146,grace.moore146@company.io,salesqualifiedlead,email,Nurture Sequence 1,email,1705881600000,1706054400000,1706313600000,1706918400000,,false,false,2024-04-01T09:00:00Z,false
1147,pedro.williams147@corp.com,salesqualifiedlead,paid_social,MOF - Traffic,paid_social,1704585600000,1704758400000,1705190400000,1705795200000,,false,false,2024-04-01T09:00:00Z,false
1148,tara.williams148@tech.co,customer,email,Newsletter March,email,1707782400000,1707955200000,1708041600000,1708905600000,1711152000000,false,false,2024-04-01T09:00:00Z,false
1149,noah.martinez149@outlook.com,salesqualifiedlead,paid_search,Product - Search,paid_search,1709596800000,1709769600000,1710115200000,1711065600000,,false,false,2024-04-01T09:00:00Z,false
1150,grace.thomas150@company.io,customer,organic_search,(not set),organic_search,1709078400000,1709164800000,1709251200000,1710201600000,1712188800000,false,false,2024-04-01T09:00:00Z,false
1151,sam.white151@yahoo.com,customer,direct_traffic,(not set),direct_traffic,1710806400000,1711065600000,1711497600000,1712534400000,1714348800000,true,false,2024-04-01T09:00:00Z,false
1152,quinn.martinez152@outlook.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1705708800000,1705881600000,1706486400000,,,false,false,2024-04-01T09:00:00Z,false
1153,noah.moore153@gmail.com,salesqualifiedlead,paid_social,MOF - Traffic,paid_social,1707177600000,1707264000000,1707523200000,1708473600000,,false,false,2024-04-01T09:00:00Z,false
1154,maria.davis154@gmail.com,lead,paid_social,TOF - Awareness,paid_social,1706745600000,1706918400000,,,,false,true,2024-04-01T09:00:00Z,false
1155,pedro.thomas155@company.io,marketingqualifiedlead,paid_search,Brand - Search,paid_search,1707004800000,1707091200000,1707177600000,,,false,false,2024-04-01T09:00:00Z,false
1156,isabel.garcia156@tech.co,opportunity,paid_search,Product - Search,paid_search,1704240000000,1704240000000,1704844800000,1705017600000,,false,false,2024-04-01T09:00:00Z,false
1157,tara.wilson157@gmail.com,lead,direct_traffic,(not set),direct_traffic,1708387200000,1708473600000,,,,false,true,2024-04-01T09:00:00Z,false
1158,diana.brown158@corp.com,salesqualifiedlead,email,Nurture Sequence 1,email,1709510400000,1709510400000,1709683200000,1710547200000,,true,false,2024-04-01T09:00:00Z,false
1159,kate.moore159@corp.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1708732800000,1708819200000,1708992000000,,,true,false,2024-04-01T09:00:00Z,false
1160,frank.martinez160@outlook.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1710547200000,1710547200000,1710892800000,1711670400000,,false,false,2024-04-01T09:00:00Z,false
1161,diana.moore161@corp.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1707091200000,1707177600000,1707436800000,,,false,false,2024-04-01T09:00:00Z,false
1162,liam.wilson162@gmail.com,lead,email,Newsletter March,email,1706659200000,1706832000000,,,,false,true,2024-04-01T09:00:00Z,false
1163,james.taylor163@tech.co,marketingqualifiedlead,paid_search,Product - Search,paid_search,1708905600000,1709164800000,1709251200000,,,false,false,2024-04-01T09:00:00Z,false
